Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2024-10-03 18:56:44,"Evening Workout",1h 5m,"Hammer Curl (Dumbbell)",2,25.0,8.0,0,0.0,
2024-10-03 18:56:44,"Evening Workout",1h 5m,"Hammer Curl (Dumbbell)",3,25.0,8.0,0,0.0,
2024-10-03 18:56:44,"Evening Workout",1h 5m,"Hammer Curl (Dumbbell)",4,25.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Overhead Press (Barbell)",1,135.0,4.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Overhead Press (Barbell)",2,135.0,4.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Overhead Press (Barbell)",3,135.0,4.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Iso Lateral Incline Press (Nxt)",1,92.5,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Iso Lateral Incline Press (Nxt)",2,92.5,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Iso Lateral Incline Press (Nxt)",3,92.5,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Chest Fly",1,11.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Chest Fly",2,11.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Chest Fly",3,11.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Tricep Pushdown (Nxt)",1,140.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Tricep Pushdown (Nxt)",2,150.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Tricep Pushdown (Nxt)",3,140.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Tricep Pushdown (Nxt)",4,140.0,6.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Parallel Tricep Extension (Nxt)",1,110.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Parallel Tricep Extension (Nxt)",2,100.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Parallel Tricep Extension (Nxt)",3,100.0,8.0,0,0.0,
2024-10-07 18:19:39,"Evening Workout",1h 2m,"Parallel Tricep Extension (Nxt)",4,100.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Pull Up",1,27.5,5.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Pull Up",2,27.5,4.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Pull Up",3,27.5,3.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Seated Row (Cable)",1,55.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Seated Row (Cable)",2,115.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Seated Row (Cable)",3,115.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Bicep Curl (Dumbbell)",1,40.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Bicep Curl (Dumbbell)",2,35.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Bicep Curl (Dumbbell)",3,35.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Hammer Curl (Dumbbell)",1,30.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Hammer Curl (Dumbbell)",2,30.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Hammer Curl (Dumbbell)",3,30.0,8.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Incline Curl (Dumbbell)",1,15.0,15.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Incline Curl (Dumbbell)",2,15.0,15.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Incline Curl (Dumbbell)",3,15.0,15.0,0,0.0,
2024-10-08 19:37:28,"Evening Workout",50m,"Incline Curl (Dumbbell)",4,15.0,15.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Squat (Barbell)",1,205.0,6.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Squat (Barbell)",2,205.0,6.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Squat (Barbell)",3,205.0,6.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Linear Leg Press",1,300.0,8.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Linear Leg Press",2,300.0,8.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Linear Leg Press",3,300.0,8.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Romanian Deadlift (Dumbbell)",1,60.0,8.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Romanian Deadlift (Dumbbell)",2,60.0,8.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Romanian Deadlift (Dumbbell)",3,60.0,8.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Leg Extension (nxt)",1,6.0,15.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Leg Extension (nxt)",2,6.0,15.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Leg Extension (nxt)",3,5.0,15.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Leg Curl (Nxt)",1,3.0,15.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Leg Curl (Nxt)",2,3.0,15.0,0,0.0,
2024-10-10 19:00:12,"Evening Workout",57m,"Leg Curl (Nxt)",3,2.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Overhead Press (Barbell)",1,110.0,10.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Overhead Press (Barbell)",2,110.0,8.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Overhead Press (Barbell)",3,110.0,8.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Pull Up",1,0.0,8.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Pull Up",2,0.0,8.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Pull Up",3,0.0,8.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Iso Lateral Incline Press (Nxt)",1,55.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Iso Lateral Incline Press (Nxt)",2,55.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Iso Lateral Incline Press (Nxt)",3,55.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Iso Lateral High Row (nxt)",1,55.0,10.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Iso Lateral High Row (nxt)",2,55.0,10.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Iso Lateral High Row (nxt)",3,55.0,10.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Chest Fly",1,8.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Chest Fly",2,8.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Chest Fly",3,8.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Lat Pull Idk",1,60.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Lat Pull Idk",2,60.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Lat Pull Idk",3,60.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Tricep Pushdown (Nxt)",1,90.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Tricep Pushdown (Nxt)",2,90.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Tricep Pushdown (Nxt)",3,90.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Tricep Pushdown (Nxt)",4,90.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Preacher Curl (Barbell)",1,60.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Preacher Curl (Barbell)",2,60.0,10.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Preacher Curl (Barbell)",3,60.0,8.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Hammer Curl (Dumbbell)",1,20.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Hammer Curl (Dumbbell)",2,20.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Hammer Curl (Dumbbell)",3,20.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Hammer Curl (Dumbbell)",4,20.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Hammer Curl (Dumbbell)",5,20.0,12.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Triceps Extension (Barbell)",1,40.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Triceps Extension (Barbell)",2,40.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Triceps Extension (Barbell)",3,40.0,15.0,0,0.0,
2024-10-11 18:59:42,"Evening Workout",1h 47m,"Triceps Extension (Barbell)",4,40.0,15.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Overhead Press (Barbell)",1,140.0,4.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Overhead Press (Barbell)",2,140.0,3.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Overhead Press (Barbell)",3,140.0,3.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Chest Press Machine (nxt)",1,125.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Chest Press Machine (nxt)",2,137.5,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Chest Press Machine (nxt)",3,137.5,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Chest Fly",1,12.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Chest Fly",2,12.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Chest Fly",3,12.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Tricep Pushdown (Nxt)",1,150.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Tricep Pushdown (Nxt)",2,150.0,6.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Tricep Pushdown (Nxt)",3,130.0,10.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Tricep Pushdown (Nxt)",4,130.0,10.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Cable Overhead Tricep Extension ",1,60.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Cable Overhead Tricep Extension ",2,60.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Cable Overhead Tricep Extension ",3,60.0,8.0,0,0.0,
2024-10-14 18:25:04,"Evening Workout",1h 1m,"Cable Overhead Tricep Extension ",4,60.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Pull Up",1,27.5,5.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Pull Up",2,27.5,5.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Pull Up",3,27.5,5.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"T Bar Extension (Smallest)",1,130.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"T Bar Extension (Smallest)",2,130.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"T Bar Extension (Smallest)",3,130.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Lat Pull Idk",1,80.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Lat Pull Idk",2,80.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Lat Pull Idk",3,80.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Preacher Curl (Barbell)",1,70.0,10.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Preacher Curl (Barbell)",2,70.0,10.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Preacher Curl (Barbell)",3,70.0,9.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Preacher Curl (Barbell)",4,70.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Hammer Curl (Dumbbell)",1,25.0,10.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Hammer Curl (Dumbbell)",2,25.0,10.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Hammer Curl (Dumbbell)",3,25.0,8.0,0,0.0,
2024-10-15 18:01:55,"Evening Workout",1h 9m,"Hammer Curl (Dumbbell)",4,25.0,8.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Squat (Barbell)",1,195.0,8.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Squat (Barbell)",2,195.0,8.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Squat (Barbell)",3,195.0,8.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Seated Leg Press (Nxt)",1,190.0,12.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Seated Leg Press (Nxt)",2,190.0,12.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Seated Leg Press (Nxt)",3,190.0,12.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Romanian Deadlift (Dumbbell)",1,50.0,12.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Romanian Deadlift (Dumbbell)",2,50.0,12.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Romanian Deadlift (Dumbbell)",3,50.0,12.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Extension (nxt)",1,3.0,15.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Extension (nxt)",2,6.0,15.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Extension (nxt)",3,7.0,10.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Extension (nxt)",4,7.0,10.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Curl (Nxt)",1,3.0,15.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Curl (Nxt)",2,3.0,15.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Curl (Nxt)",3,3.0,15.0,0,0.0,
2024-10-16 17:51:30,"Afternoon Workout",1h 26m,"Leg Curl (Nxt)",4,3.0,15.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Overhead Press (Barbell)",1,110.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Overhead Press (Barbell)",2,100.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Overhead Press (Barbell)",3,100.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"T Bar Extension (Smallest)",1,120.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"T Bar Extension (Smallest)",2,120.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"T Bar Extension (Smallest)",3,120.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Iso Lateral Incline Press (Nxt)",1,65.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Iso Lateral Incline Press (Nxt)",2,65.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Iso Lateral Incline Press (Nxt)",3,65.0,10.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Mid Row (Nxt)",1,7.0,12.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Mid Row (Nxt)",2,7.0,12.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"Mid Row (Nxt)",3,7.0,12.0,0,0.0,
2024-10-17 18:17:09,"Evening Workout",1h 15m,"EZ Barbell Curl",1,40.0,15.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Bench Press (Barbell)",1,205.0,6.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Bench Press (Barbell)",2,205.0,6.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Bench Press (Barbell)",3,205.0,6.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Iso Lateral Incline Press (Nxt)",1,95.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Iso Lateral Incline Press (Nxt)",2,95.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Iso Lateral Incline Press (Nxt)",3,95.0,7.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Chest Fly",1,13.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Chest Fly",2,12.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Chest Fly",3,10.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Tricep Pushdown (Nxt)",1,130.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Tricep Pushdown (Nxt)",2,110.0,10.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Tricep Pushdown (Nxt)",3,110.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Tricep Pushdown (Nxt)",4,110.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Cable Overhead Tricep Extension ",1,60.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Cable Overhead Tricep Extension ",2,60.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Cable Overhead Tricep Extension ",3,60.0,8.0,0,0.0,
2024-10-21 18:19:15,"Evening Workout",53m,"Cable Overhead Tricep Extension ",4,60.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Pull Up",1,30.0,5.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Pull Up",2,30.0,5.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Pull Up",3,25.0,5.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Mid Row (Nxt)",1,11.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Mid Row (Nxt)",2,11.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Mid Row (Nxt)",3,10.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Lat Pull Idk",1,90.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Lat Pull Idk",2,90.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Lat Pull Idk",3,90.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",1,35.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",2,35.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",3,30.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Incline Curl (Dumbbell)",4,30.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",1,30.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",2,30.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",3,25.0,8.0,0,0.0,
2024-10-22 18:18:25,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",4,25.0,8.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Squat (Barbell)",1,210.0,6.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Squat (Barbell)",2,210.0,6.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Squat (Barbell)",3,210.0,6.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Seated Leg Press (Nxt)",1,235.0,12.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Seated Leg Press (Nxt)",2,235.0,12.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Seated Leg Press (Nxt)",3,235.0,12.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Romanian Deadlift (Dumbbell)",1,65.0,8.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Romanian Deadlift (Dumbbell)",2,65.0,8.0,0,0.0,
2024-10-24 18:26:04,"Evening Workout",40m,"Romanian Deadlift (Dumbbell)",3,65.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Bench Press (Barbell)",1,210.0,5.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Bench Press (Barbell)",2,210.0,5.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Bench Press (Barbell)",3,210.0,5.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Iso Lateral Incline Press (Nxt)",1,95.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Iso Lateral Incline Press (Nxt)",2,95.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Iso Lateral Incline Press (Nxt)",3,95.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Chest Fly",1,13.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Chest Fly",2,12.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Chest Fly",3,12.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Tricep Pushdown (Nxt)",1,110.0,10.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Tricep Pushdown (Nxt)",2,110.0,10.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Tricep Pushdown (Nxt)",3,110.0,10.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Tricep Pushdown (Nxt)",4,110.0,10.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Cable Overhead Tricep Extension ",1,70.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Cable Overhead Tricep Extension ",2,70.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Cable Overhead Tricep Extension ",3,70.0,8.0,0,0.0,
2024-10-28 18:33:31,"Evening Workout",1h,"Cable Overhead Tricep Extension ",4,70.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Pull Up",1,30.0,5.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Pull Up",2,30.0,5.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Pull Up",3,30.0,5.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Mid Row (Nxt)",1,11.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Mid Row (Nxt)",2,11.0,6.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Mid Row (Nxt)",3,9.0,10.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Lat Pull Idk",1,100.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Lat Pull Idk",2,90.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Lat Pull Idk",3,90.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Incline Curl (Dumbbell)",1,35.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Incline Curl (Dumbbell)",2,35.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Incline Curl (Dumbbell)",3,35.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Incline Curl (Dumbbell)",4,30.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Hammer Curl (Dumbbell)",1,30.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Hammer Curl (Dumbbell)",2,30.0,8.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Hammer Curl (Dumbbell)",3,20.0,10.0,0,0.0,
2024-10-29 18:39:06,"Evening Workout",1h 1m,"Hammer Curl (Dumbbell)",4,20.0,10.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Squat (Barbell)",1,200.0,8.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Squat (Barbell)",2,200.0,8.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Squat (Barbell)",3,200.0,8.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Linear Leg Press",1,270.0,10.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Linear Leg Press",2,270.0,12.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Linear Leg Press",3,270.0,10.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Extension (nxt)",1,4.0,12.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Extension (nxt)",2,3.0,12.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Extension (nxt)",3,4.0,12.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Extension (nxt)",4,4.0,12.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Curl (Nxt)",1,3.0,15.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Curl (Nxt)",2,4.0,12.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Curl (Nxt)",3,4.0,12.0,0,0.0,
2024-10-30 19:17:58,"Evening Workout",52m,"Leg Curl (Nxt)",4,4.0,12.0,0,0.0,
2024-11-01 18:03:27,"Evening Workout",1h 32m,"Bench Press (Barbell)",1,165.0,12.0,0,0.0,
2024-11-01 18:03:27,"Evening Workout",1h 32m,"Bench Press (Barbell)",2,165.0,12.0,0,0.0,
2024-11-01 18:03:27,"Evening Workout",1h 32m,"Bench Press (Barbell)",3,145.0,8.0,0,0.0,
